sample_id,edge,edge_confidence,label,difficulty_level
496,5->4,0.3580154501,1,hard
497,1->5,0.4828234716,0,med
497,2->1,0.4446493184,0,med
498,6->1,0.3277365989,0,easy
498,7->3,0.3249391169,0,easy
499,1->6,0.8486364222,1,med
499,6->1,0.3277365989,0,med
499,7->3,0.3249391169,0,med
500,4->3,0.4368458875,0,easy
500,4->5,0.4313080497,0,easy
500,6->5,0.3940452322,0,easy
500,7->3,0.4425970234,0,easy
500,7->5,0.4550807239,0,easy
501,4->3,0.4368458875,0,hard
501,4->5,0.7987592199,1,hard
501,6->5,0.7724034597,1,hard
501,7->3,0.4425970234,0,hard
501,7->5,0.8478164232,1,hard
503,4->3,0.5682192821,1,hard
503,5->3,0.7200856149,1,hard
503,7->2,0.2405647257,0,hard
504,4->3,0.2408294004,1,hard
504,5->3,0.2463500394,1,hard
504,7->2,0.2405647257,0,hard
505,2->6,0.3173946910,0,hard
505,3->2,0.3073804190,0,hard
505,7->1,0.3097160758,1,hard
506,2->6,0.3173946910,0,easy
506,3->2,0.8024155668,0,easy
506,7->1,0.3097160758,0,easy
507,5->3,0.2952150253,1,hard
507,7->4,0.2636606159,0,hard
507,7->5,0.2643739523,0,hard
507,8->6,0.2744612228,0,hard
508,5->3,0.2952150253,1,hard
508,6->8,0.5327847368,1,hard
508,7->4,0.2636606159,0,hard
508,7->5,0.2643739523,0,hard
508,8->6,0.2744612228,0,hard
509,2->1,0.3458532303,0,easy
509,3->1,0.3475609487,0,easy
509,4->1,0.3447587590,0,easy
509,5->2,0.4672007234,0,easy
509,5->3,0.3548629861,0,easy
510,2->1,0.3458532303,1,hard
510,3->1,0.3475609487,0,hard
510,4->1,0.3447587590,1,hard
510,5->2,0.5571979172,0,hard
510,5->3,0.3548629861,0,hard
512,3->2,0.2794893303,1,hard
512,6->5,0.2780447740,0,hard
512,7->5,0.2923736178,0,hard
512,7->6,0.2839284274,0,hard
513,3->2,0.2794893303,0,hard
513,6->5,0.2780447740,1,hard
513,7->5,0.6614517183,1,hard
513,7->6,0.2839284274,1,hard
515,1->5,0.3818820091,0,easy
515,3->4,0.5133998725,0,easy
515,4->5,0.4118165437,0,easy
516,1->5,0.8197830720,1,hard
516,3->4,0.8560014058,1,hard
516,4->2,0.4672007234,0,hard
516,4->5,0.7851703154,1,hard
517,2->5,0.3443088470,0,easy
517,3->2,0.3440652916,0,easy
517,6->5,0.3442393529,0,easy
518,2->3,0.7507376697,1,med
518,2->5,0.3443088470,0,med
518,3->2,0.3440652916,0,med
518,6->5,0.3442393529,0,med
521,1->2,0.5066901473,0,easy
521,3->1,0.4767457781,0,easy
521,3->2,0.4936773642,0,easy
522,1->2,0.5066901473,1,med
522,3->1,0.4767457781,0,med
522,3->2,0.4936773642,0,med
523,3->2,0.4109357046,0,easy
523,5->2,0.4402371441,0,easy
523,6->5,0.3890489745,0,easy
524,3->2,0.7445119539,1,med
524,5->2,0.8269738987,0,med
524,6->5,0.3890489745,0,med
526,1->4,0.4911262450,0,easy
526,2->1,0.3655798734,0,easy
527,1->2,0.8347888828,1,med
527,1->4,0.4911262450,0,med
527,2->1,0.3655798734,0,med
528,3->1,0.7658482695,1,med
532,2->1,0.2421567056,0,hard
532,2->6,0.5647215204,0,hard
532,6->1,0.2408118197,0,hard
533,2->1,0.2421567056,0,hard
533,2->6,0.6412020903,1,hard
533,6->1,0.2408118197,0,hard
534,1->3,0.7069021340,0,easy
534,2->1,0.3889156665,0,easy
534,2->4,0.3926540917,0,easy
534,2->5,0.3905012200,0,easy
535,1->3,0.8884975951,1,med
535,2->1,0.3889156665,0,med
535,2->4,0.3926540917,0,med
535,2->5,0.3905012200,0,med
536,1->2,0.4252236868,1,med
537,2->1,0.4160562859,0,easy
538,1->2,0.7369252678,1,med
538,2->1,0.4160562859,0,med
539,3->2,0.4778483840,0,easy
540,1->2,0.6282833948,0,easy
540,6->4,0.3276932380,0,easy
541,1->2,0.2823097630,1,med
541,6->4,0.3276932380,0,med
542,1->3,0.9049959850,1,hard
542,3->2,0.3676985177,0,hard
542,3->5,0.8001269105,1,hard
542,5->2,0.7853014482,1,hard
543,1->3,0.8256794881,1,hard
543,3->2,0.3676985177,0,hard
543,3->5,0.4250175168,0,hard
543,5->2,0.4250833596,0,hard
544,1->3,0.8256794881,1,hard
544,3->2,0.3676985177,0,hard
544,3->5,0.8001269105,1,hard
544,5->2,0.4250833596,0,hard
545,10->7,0.2907893295,0,hard
545,2->8,0.3915684621,1,hard
545,3->2,0.2527672335,0,hard
545,5->6,0.2558976272,0,hard
545,8->2,0.2560914601,0,hard
545,8->3,0.2521157250,0,hard
546,10->7,0.2907893295,0,hard
546,3->2,0.2527672335,0,hard
546,5->6,0.6690451376,1,hard
546,6->10,0.7753213196,1,hard
546,7->10,0.7037109426,1,hard
546,8->2,0.2560914601,0,hard
546,8->3,0.2521157250,0,hard
547,3->2,0.2917705600,0,easy
547,4->3,0.2943554884,0,easy
548,1->3,0.8422904788,1,med
548,2->3,0.8422904788,1,med
548,3->2,0.2917705600,0,med
548,4->3,0.2943554884,0,med
549,2->6,0.3136140203,0,hard
549,3->2,0.2914152473,0,hard
549,3->4,0.2953292143,0,hard
549,5->4,0.3330675685,0,hard
549,5->6,0.8141933265,0,hard
550,2->4,0.7645202257,1,hard
550,3->2,0.2914152473,0,hard
550,3->4,0.2953292143,0,hard
550,5->4,0.8148947127,1,hard
551,3->2,0.2914152473,0,hard
551,3->4,0.2953292143,0,hard
551,5->4,0.3330675685,0,hard
551,5->6,0.8256794881,1,hard
552,5->6,0.7132530218,1,med
552,5->7,0.4532527317,0,med
552,8->5,0.2920227522,0,med
553,1->2,0.7533532866,0,hard
553,1->5,0.1972363324,0,hard
553,2->7,0.2230045252,0,hard
553,5->6,0.2183194651,0,hard
554,10->1,0.3392214929,1,hard
554,3->2,0.7025737104,0,hard
554,7->5,0.3247519770,0,hard
554,8->9,0.4225403809,0,hard
555,10->1,0.3392214929,0,hard
555,3->1,0.8486364222,0,hard
555,7->5,0.3247519770,0,hard
555,8->9,0.4225403809,0,hard
557,1->2,0.8555410907,1,med
557,1->3,0.3733299512,0,med
557,4->3,0.4628060829,0,med
558,2->3,0.3674322401,0,hard
558,3->2,0.7645202257,1,hard
558,4->2,0.7884766365,1,hard
558,4->3,0.8215534404,1,hard
559,2->1,0.4020890301,0,hard
559,2->4,0.4722373546,0,hard
559,5->3,0.7564934653,1,hard
559,5->4,0.3559926487,0,hard
559,6->5,0.6175773106,0,hard
559,7->3,0.4601627536,0,hard
559,7->5,0.6255686083,1,hard
559,7->6,0.3415704029,0,hard
560,2->1,0.4020890301,0,hard
560,2->4,0.8360117727,1,hard
560,5->3,0.3478496191,0,hard
560,5->4,0.7538911540,1,hard
560,6->5,0.3367912537,0,hard
560,7->5,0.3306652829,1,hard
560,7->6,0.3415704029,0,hard
561,4->3,0.2771087820,0,easy
561,7->5,0.4340810661,0,easy
561,7->6,0.3499849511,0,easy
562,4->3,0.2771087820,0,hard
562,7->5,0.8307188852,1,hard
562,7->6,0.3499849511,1,hard
563,2->1,0.6496043264,0,easy
563,3->1,0.6498124393,0,easy
563,4->2,0.8115869147,0,easy
564,2->1,0.6496043264,0,hard
564,3->1,0.6498124393,0,hard
564,4->2,0.3898003089,0,hard
565,1->2,0.7758791874,1,hard
565,1->4,0.5101295764,0,hard
565,2->1,0.3655016625,0,hard
565,3->1,0.3660473814,0,hard
565,3->2,0.5079058396,1,hard
565,4->1,0.3654233672,0,hard
565,4->2,0.8165598883,0,hard
565,4->3,0.3681527769,1,hard
566,1->4,0.4516383843,0,easy
566,2->1,0.3655016625,0,easy
566,3->1,0.3660473814,0,easy
566,3->2,0.5079058396,0,easy
566,4->1,0.3654233672,0,easy
566,4->2,0.5094620885,0,easy
566,4->3,0.3681527769,0,easy
567,1->2,0.4032663020,0,easy
567,4->3,0.5852423831,0,easy
568,1->2,0.7974857724,1,med
568,4->3,0.5852423831,0,med
569,3->2,0.3370355954,1,hard
569,7->3,0.3066545889,0,hard
569,7->4,0.3070560511,0,hard
569,7->6,0.4151225696,0,hard
569,7->8,0.8256794881,0,hard
569,8->3,0.7381149055,1,hard
569,8->4,0.3102705721,0,hard
569,8->6,0.3121837413,0,hard
569,8->7,0.2916946433,0,hard
569,9->4,0.2988075337,0,hard
569,9->6,0.4134963565,0,hard
569,9->8,0.7911026398,1,hard
570,3->2,0.3370355954,0,hard
570,7->3,0.3066545889,0,hard
570,7->4,0.3070560511,0,hard
570,7->6,0.4151225696,0,hard
570,7->8,0.8256794881,0,hard
570,7->9,0.3850335721,0,hard
570,8->3,0.7232569355,1,hard
570,8->4,0.3102705721,0,hard
570,8->6,0.3121837413,0,hard
570,8->7,0.2916946433,0,hard
570,9->4,0.2988075337,0,hard
570,9->6,0.4134963565,0,hard
570,9->8,0.7911026398,1,hard
571,3->2,0.3370355954,0,hard
571,7->3,0.3066545889,0,hard
571,7->4,0.3070560511,0,hard
571,7->6,0.4151225696,0,hard
571,8->3,0.3050810358,0,hard
571,8->4,0.3102705721,1,hard
571,8->6,0.3121837413,0,hard
571,8->7,0.2916946433,0,hard
571,9->4,0.2988075337,0,hard
571,9->6,0.4134963565,0,hard
571,9->8,0.3135635499,1,hard
572,3->2,0.3370355954,0,hard
572,7->3,0.3066545889,0,hard
572,7->4,0.3070560511,0,hard
572,7->6,0.4151225696,1,hard
572,7->8,0.8141933265,0,hard
572,8->3,0.3050810358,0,hard
572,8->4,0.3102705721,0,hard
572,8->6,0.3121837413,0,hard
572,8->7,0.2916946433,0,hard
572,9->4,0.2988075337,0,hard
572,9->6,0.4134963565,1,hard
572,9->8,0.8366038591,0,hard
573,3->2,0.3370355954,0,hard
573,7->3,0.3066545889,0,hard
573,7->4,0.3070560511,0,hard
573,7->6,0.4151225696,0,hard
573,7->8,0.7191760708,0,hard
573,8->3,0.3050810358,0,hard
573,8->4,0.3102705721,0,hard
573,8->6,0.3121837413,0,hard
573,8->7,0.2916946433,0,hard
573,9->4,0.2988075337,0,hard
573,9->6,0.4134963565,0,hard
573,9->8,0.7845995682,1,hard
574,3->1,0.5221263930,1,hard
574,3->2,0.4162576577,0,hard
574,3->4,0.8256794881,0,hard
574,4->1,0.5213577101,1,hard
574,4->2,0.4152972269,0,hard
575,3->1,0.5221263930,0,easy
575,3->2,0.4162576577,0,easy
575,4->1,0.5213577101,0,easy
575,4->2,0.4152972269,0,easy
576,1->2,0.5076329795,0,hard
576,1->3,0.3958730261,1,hard
576,1->4,0.5705115220,0,hard
576,10->6,0.3089578811,0,hard
576,7->10,0.3913400355,0,hard
576,7->6,0.3186742518,0,hard
576,9->10,0.3262682421,0,hard
576,9->6,0.3122642388,0,hard
577,1->2,0.5076329795,0,hard
577,1->3,0.6966381991,0,hard
577,1->4,0.8305839950,0,hard
577,10->6,0.3089578811,0,hard
577,3->5,0.5021637074,0,hard
577,4->3,0.4601627536,0,hard
577,7->10,0.3913400355,1,hard
577,7->6,0.3186742518,0,hard
577,9->10,0.3262682421,1,hard
577,9->6,0.3122642388,0,hard
578,1->2,0.8256794881,1,med
578,3->1,0.4851533400,0,med
578,5->3,0.3659696715,0,med
578,5->4,0.4101394123,0,med
579,3->2,0.4150937562,0,easy
580,3->2,0.4150937562,0,med
581,1->5,0.4616869490,0,easy
581,2->5,0.4543591818,0,easy
581,5->3,0.4445905610,0,easy
581,5->4,0.4535507089,0,easy
582,1->5,0.4616869490,0,med
582,2->5,0.4543591818,0,med
582,5->3,0.4445905610,0,med
582,5->4,0.4535507089,0,med
583,1->3,0.3742128695,0,hard
583,3->6,0.8167213946,1,hard
583,5->6,0.4009471433,0,hard
584,5->6,0.7645202257,0,easy
584,7->6,0.6604027491,0,easy
584,9->8,0.3120601821,0,easy
585,5->6,0.5238770029,1,med
585,7->6,0.2948565885,1,med
585,9->8,0.3120601821,0,med
586,2->1,0.3371055235,0,hard
586,2->3,0.7191760708,1,hard
586,2->4,0.7191760708,1,hard
586,3->2,0.2917958389,0,hard
586,3->4,0.5375973145,1,hard
586,4->3,0.3025064167,0,hard
586,5->3,0.2993546194,0,hard
586,5->4,0.3050416608,0,hard
587,2->1,0.3371055235,0,hard
587,2->3,0.8347888828,1,hard
587,2->4,0.7421553307,1,hard
587,3->2,0.2917958389,0,hard
587,3->4,0.6097975006,1,hard
587,3->5,0.4274565554,0,hard
587,4->3,0.3025064167,0,hard
587,4->5,0.6701322233,1,hard
587,5->3,0.2993546194,0,hard
587,5->4,0.3050416608,0,hard
588,2->1,0.3371055235,0,hard
588,3->2,0.2917958389,0,hard
588,4->3,0.3025064167,0,hard
588,5->3,0.2993546194,0,hard
588,5->4,0.3050416608,0,hard
589,1->3,0.2848373852,0,hard
589,2->1,0.2636182551,0,hard
589,4->5,0.6039816919,0,hard
589,4->6,0.8039890859,1,hard
589,5->3,0.2988318068,0,hard
589,5->6,0.7191760708,0,hard
589,6->5,0.2781017359,0,hard
590,2->1,0.4365469800,1,med
590,2->3,0.6261955169,0,med
590,2->6,0.4665681104,0,med
590,5->2,0.3076605795,0,med
590,5->4,0.3208241681,0,med
590,5->6,0.4758165741,0,med
590,7->5,0.3074646235,0,med
591,2->1,0.3286729828,0,med
591,2->6,0.2516219207,0,med
591,4->5,0.2513696195,0,med
591,6->1,0.3399975028,1,med
592,3->2,0.4672007234,0,easy
593,2->1,0.4174001420,0,hard
593,4->1,0.7831045189,1,hard
593,4->2,0.3904397646,0,hard
593,4->3,0.3254969687,0,hard
593,5->1,0.3852788330,1,hard
593,5->2,0.3863348333,0,hard
593,5->4,0.3850941948,1,hard
594,2->1,0.4174001420,0,hard
594,4->1,0.3311729590,0,hard
594,4->2,0.3904397646,1,hard
594,4->3,0.3254969687,0,hard
594,5->1,0.3852788330,0,hard
594,5->2,0.3863348333,0,hard
594,5->4,0.3850941948,1,hard
595,3->1,0.7615289866,1,hard
595,3->2,0.8215124313,0,hard
595,3->5,0.8141933265,0,hard
595,4->1,0.6682734507,0,hard
595,4->2,0.7680154352,0,hard
595,4->3,0.7758282487,1,hard
595,4->5,0.8141933265,0,hard
595,5->1,0.7191927446,0,hard
595,5->2,0.3993770819,0,hard
595,5->3,0.2922986461,0,hard
595,5->4,0.2971542861,0,hard
596,3->1,0.3752902738,0,hard
596,3->2,0.8299170589,1,hard
596,4->1,0.3868385643,0,hard
596,4->2,0.8389454779,0,hard
596,4->3,0.7879730443,1,hard
596,5->1,0.3501719717,0,hard
596,5->2,0.3993770819,0,hard
596,5->3,0.2922986461,0,hard
596,5->4,0.2971542861,0,hard
597,3->1,0.3752902738,0,hard
597,3->2,0.5551516725,0,hard
597,4->1,0.3868385643,0,hard
597,4->2,0.5871593063,0,hard
597,4->3,0.7879730443,1,hard
597,5->1,0.3501719717,0,hard
597,5->2,0.3993770819,0,hard
597,5->3,0.2922986461,0,hard
597,5->4,0.2971542861,0,hard
598,3->5,0.3357113422,0,easy
598,3->8,0.2815212291,0,easy
598,4->3,0.2773848042,0,easy
598,7->6,0.2803772872,0,easy
598,8->7,0.2811008275,0,easy
599,3->5,0.3357113422,0,hard
599,3->8,0.2815212291,1,hard
599,4->3,0.2773848042,0,hard
599,7->6,0.2803772872,0,hard
599,8->7,0.2811008275,0,hard
600,3->2,0.4784357850,1,hard
600,4->1,0.3552641879,1,hard
600,4->3,0.7717693710,1,hard
600,4->5,0.4456252548,1,hard
600,4->6,0.3583200549,0,hard
601,4->1,0.7920461501,0,hard
601,4->3,0.3126425913,1,hard
601,4->5,0.4456252548,1,hard
601,4->6,0.3583200549,0,hard
602,4->1,0.3552641879,0,hard
602,4->3,0.7584674182,1,hard
602,4->5,0.4456252548,1,hard
602,4->6,0.3583200549,0,hard
603,4->1,0.3552641879,0,hard
603,4->3,0.3126425913,0,hard
603,4->5,0.4456252548,1,hard
603,4->6,0.7818705845,1,hard
604,2->1,0.4544332189,0,hard
604,2->5,0.6639338341,0,hard
604,5->1,0.3613067161,0,hard
604,5->4,0.3873760400,0,hard
605,2->1,0.4544332189,0,hard
605,2->4,0.7025737104,1,hard
605,2->5,0.6639338341,0,hard
605,5->1,0.3613067161,1,hard
605,5->4,0.3873760400,1,hard
606,2->1,0.8926866117,1,hard
606,2->7,0.4405134637,0,hard
606,3->1,0.6556407645,0,hard
607,2->1,0.6505933329,0,hard
607,2->7,0.4405134637,0,hard
607,3->1,0.6556407645,0,hard
607,8->6,0.4784357850,1,hard
608,2->1,0.6505933329,0,hard
608,2->7,0.8370067151,1,hard
608,3->1,0.6556407645,0,hard
609,2->1,0.6505933329,0,hard
609,2->4,0.8486364222,0,hard
609,2->7,0.4405134637,0,hard
609,3->1,0.6556407645,0,hard
609,4->8,0.5228297057,1,hard
610,1->2,0.4172580411,0,easy
610,1->3,0.8347888828,0,easy
610,3->1,0.4157534074,0,easy
611,1->2,0.4172580411,0,med
611,1->3,0.8256794881,1,med
611,3->1,0.4157534074,0,med
612,2->3,0.3322807516,1,hard
612,2->5,0.5665266773,0,hard
612,8->7,0.2915678474,0,hard
613,2->4,0.7763453817,1,hard
613,2->6,0.6788601461,1,hard
613,4->6,0.7763453817,1,hard
613,7->5,0.3711126783,0,hard
614,7->5,0.3711126783,0,hard
615,6->4,0.2779316892,0,easy
615,7->4,0.2792481145,0,easy
615,7->5,0.2818548526,0,easy
615,7->6,0.3827118584,0,easy
616,6->4,0.2779316892,0,med
616,7->4,0.2792481145,0,med
616,7->5,0.2818548526,0,med
616,7->6,0.3827118584,0,med
617,1->3,0.8432890430,1,med
617,4->3,0.8521305755,1,med
618,1->2,0.7191760708,1,hard
618,1->4,0.4516383843,1,hard
618,2->3,0.6474468268,0,hard
618,2->4,0.4516383843,1,hard
618,4->3,0.6474468268,1,hard
618,5->3,0.6982109904,1,hard
618,7->2,0.3103640296,0,hard
619,5->3,0.3054201561,0,hard
619,7->2,0.3103640296,0,hard
620,5->3,0.3054201561,0,hard
620,7->2,0.3103640296,0,hard
621,1->2,0.6984702861,1,hard
621,2->7,0.8589179837,1,hard
621,5->3,0.3054201561,0,hard
621,7->2,0.3103640296,0,hard
622,4->1,0.8441368269,1,med
622,9->5,0.2957274958,0,med
623,4->1,0.4304686121,0,easy
623,9->5,0.2957274958,0,easy
624,4->5,0.4481020543,0,med
624,7->3,0.3011720214,0,med
624,7->5,0.2720252047,0,med
624,8->1,0.7322219667,1,med
625,2->1,0.2407061431,0,med
625,5->4,0.2499508033,0,med
625,6->10,0.3032727978,0,med
625,6->8,0.3027632630,0,med
626,1->2,0.8141933265,1,hard
626,1->3,0.8141933265,1,hard
626,2->1,0.3654625254,0,hard
626,2->3,0.4516383843,1,hard
626,3->2,0.3680016662,0,hard
627,1->2,0.8486364222,1,hard
627,1->3,0.8486364222,1,hard
627,2->1,0.3654625254,0,hard
627,2->3,0.6861373279,1,hard
627,3->2,0.3680016662,0,hard
627,3->4,0.7580945734,1,hard
628,1->2,0.8486364222,1,hard
628,2->1,0.3654625254,0,hard
628,2->5,0.8486364222,1,hard
628,3->2,0.3680016662,0,hard
629,3->6,0.5488321394,0,easy
629,7->5,0.3078836434,0,easy
630,3->6,0.5488321394,1,med
630,7->5,0.3078836434,0,med
631,1->6,0.3035054875,0,easy
631,2->7,0.4012919035,0,easy
631,5->4,0.2914407145,0,easy
631,9->5,0.2926226848,0,easy
632,1->6,0.7538340932,0,hard
632,2->7,0.4012919035,1,hard
632,5->4,0.2914407145,0,hard
632,9->5,0.2926226848,0,hard
633,1->7,0.2965199115,0,easy
633,6->2,0.2203826694,0,easy
634,1->7,0.2965199115,0,hard
634,6->2,0.2203826694,0,hard
635,2->1,0.2782026087,0,hard
635,6->4,0.2768310012,0,hard
635,6->5,0.2781124863,0,hard
635,7->8,0.7988650515,1,hard
635,8->7,0.2774306390,0,hard
636,1->6,0.2204585488,0,hard
636,2->1,0.2045873424,1,hard
636,2->3,0.2159492643,0,hard
636,5->1,0.2088581913,0,hard
636,5->2,0.2294854382,0,hard
636,6->2,0.2122229392,0,hard
636,6->5,0.2049846380,0,hard
636,7->2,0.2034094173,0,hard
636,7->8,0.2253213243,1,hard
636,8->2,0.2081866030,0,hard
636,8->5,0.6044543148,1,hard
636,8->6,0.2070919037,0,hard
637,1->6,0.2204585488,0,hard
637,2->1,0.2045873424,0,hard
637,2->3,0.2159492643,0,hard
637,5->1,0.2088581913,0,hard
637,5->2,0.2294854382,0,hard
637,6->2,0.2122229392,0,hard
637,6->5,0.2049846380,0,hard
637,7->2,0.2034094173,0,hard
637,7->8,0.2253213243,1,hard
637,8->2,0.2081866030,0,hard
637,8->5,0.2091140932,0,hard
637,8->6,0.2070919037,0,hard
638,1->6,0.5986937579,0,hard
638,1->8,0.5361828869,0,hard
638,8->6,0.4565921249,0,hard
639,3->5,0.3749350919,0,easy
639,4->2,0.3670501690,0,easy
639,4->3,0.3689037615,0,easy
639,5->2,0.3685667546,0,easy
639,5->4,0.3693136071,0,easy
639,6->2,0.3686417766,0,easy
639,6->5,0.3847530839,0,easy
640,3->5,0.3749350919,0,med
640,4->2,0.3670501690,0,med
640,4->3,0.3689037615,0,med
640,5->2,0.3685667546,0,med
640,5->4,0.3693136071,0,med
640,6->2,0.3686417766,0,med
640,6->5,0.3847530839,0,med
640,7->4,0.7842255392,1,med
641,2->7,0.5228297057,1,hard
641,5->2,0.2640608123,0,hard
641,5->3,0.2702595177,0,hard
641,5->7,0.2765046464,0,hard
641,7->1,0.6479494456,1,hard
641,7->3,0.2696581954,0,hard
642,2->7,0.5238770029,1,hard
642,5->2,0.2640608123,0,hard
642,5->3,0.2702595177,0,hard
642,5->7,0.2765046464,0,hard
642,7->1,0.2772151799,0,hard
642,7->3,0.2696581954,0,hard
643,4->2,0.5615224337,1,hard
643,5->1,0.2119825179,0,hard
644,4->2,0.2124243712,1,hard
644,5->1,0.2119825179,0,hard
645,10->9,0.1595273245,0,hard
645,2->1,0.1943627840,1,hard
645,2->3,0.4632011712,0,hard
645,3->10,0.1768150062,0,hard
645,3->2,0.1587458104,0,hard
645,3->8,0.6788601461,0,hard
645,3->9,0.1958822204,0,hard
645,6->8,0.1598139757,0,hard
645,6->9,0.1653866175,0,hard
645,8->6,0.6788601461,0,hard
645,8->9,0.1660281090,0,hard
646,10->9,0.1595273245,0,hard
646,2->1,0.1943627840,1,hard
646,2->3,0.6788601461,1,hard
646,3->10,0.1768150062,0,hard
646,3->2,0.1587458104,0,hard
646,3->8,0.6788601461,1,hard
646,3->9,0.1958822204,0,hard
646,6->8,0.1598139757,1,hard
646,6->9,0.1653866175,0,hard
646,8->9,0.1660281090,0,hard
647,10->9,0.1595273245,0,hard
647,2->1,0.1943627840,1,hard
647,2->3,0.7763453817,1,hard
647,3->10,0.1768150062,0,hard
647,3->2,0.1587458104,0,hard
647,3->8,0.6788601461,1,hard
647,3->9,0.1958822204,1,hard
647,6->8,0.1598139757,1,hard
647,6->9,0.1653866175,0,hard
647,8->9,0.1660281090,1,hard
648,10->9,0.1595273245,0,hard
648,2->1,0.1943627840,1,hard
648,3->10,0.1768150062,1,hard
648,3->2,0.1587458104,0,hard
648,3->9,0.1958822204,1,hard
648,6->8,0.1598139757,1,hard
648,6->9,0.1653866175,0,hard
648,8->9,0.1660281090,1,hard
649,3->1,0.2640817646,0,easy
649,4->7,0.2862972598,0,easy
649,5->1,0.2636182551,0,easy
649,5->3,0.2767900166,0,easy
650,3->1,0.2640817646,0,hard
650,4->7,0.2862972598,0,hard
650,5->1,0.2636182551,0,hard
650,5->3,0.2767900166,1,hard
651,3->1,0.3077443387,0,hard
651,7->3,0.3074365703,0,hard
651,7->6,0.3542798696,0,hard
652,3->1,0.3077443387,0,hard
652,7->3,0.3074365703,0,hard
652,7->6,0.3542798696,0,hard
653,2->1,0.3921424557,0,easy
653,3->1,0.3937520530,0,easy
653,4->1,0.3935420151,0,easy
653,5->1,0.4022560807,0,easy
654,2->1,0.3921424557,0,hard
654,3->1,0.3937520530,0,hard
654,4->1,0.3935420151,0,hard
654,5->1,0.4022560807,0,hard
655,3->1,0.4537128768,0,med
655,4->1,0.4456432408,0,med
655,4->3,0.4445317709,0,med
656,3->2,0.2212694517,0,hard
656,4->3,0.5733768744,1,hard
657,3->2,0.2212694517,0,hard
658,3->2,0.2212694517,0,hard
659,3->2,0.2299209417,0,med
659,5->1,0.6892723823,1,med
659,6->3,0.3001330705,0,med
659,6->9,0.2357909128,0,med
659,7->5,0.2417988351,0,med
659,8->7,0.2305579379,0,med
660,3->2,0.2299209417,0,easy
660,5->1,0.2391192648,0,easy
660,6->3,0.3001330705,0,easy
660,6->9,0.2357909128,0,easy
660,7->5,0.2417988351,0,easy
660,8->7,0.2305579379,0,easy
661,1->3,0.3752931117,1,hard
661,5->1,0.3445514933,0,hard
661,7->2,0.3749425901,1,hard
662,1->3,0.7990721485,1,hard
662,5->1,0.3445514933,0,hard
662,7->2,0.3749425901,0,hard
663,1->3,0.3752931117,0,hard
663,1->5,0.5712672516,1,hard
663,5->1,0.3445514933,0,hard
663,7->2,0.3749425901,0,hard
664,7->6,0.2461924098,0,hard
664,7->8,0.7988650515,1,hard
664,7->9,0.2550640447,0,hard
664,9->1,0.2301019299,0,hard
664,9->5,0.2316074248,0,hard
664,9->6,0.2332544533,0,hard
665,6->8,0.7132530218,1,hard
665,7->6,0.2461924098,0,hard
665,7->8,0.7763453817,1,hard
665,7->9,0.2550640447,1,hard
665,9->1,0.2301019299,0,hard
665,9->5,0.2316074248,0,hard
665,9->6,0.2332544533,0,hard
666,3->2,0.3090123930,0,hard
666,3->4,0.8440529398,0,hard
666,4->2,0.3074926618,0,hard
666,4->5,0.3097429585,0,hard
666,6->8,0.5039477163,1,hard
666,7->6,0.3074926618,0,hard
667,4->2,0.2020911506,0,hard
667,5->4,0.1959161761,0,hard
667,8->10,0.7422628323,1,hard
667,9->4,0.1959525143,0,hard
668,7->6,0.3493552083,0,med
669,2->6,0.2549791762,0,easy
669,5->6,0.2412312707,0,easy
669,7->2,0.2401727395,0,easy
669,8->3,0.2451554502,0,easy
669,8->4,0.3397798657,0,easy
670,2->6,0.2549791762,0,med
670,5->6,0.2412312707,0,med
670,7->2,0.2401727395,0,med
670,8->3,0.2451554502,1,med
670,8->4,0.7863655305,0,med
671,4->1,0.2777046464,0,hard
671,4->3,0.3101081155,0,hard
671,4->5,0.6885111507,1,hard
671,8->7,0.2769469589,0,hard
672,1->4,0.7763453817,1,hard
672,5->1,0.2682981579,1,hard
672,7->6,0.2995416142,0,hard
672,8->5,0.2639348677,0,hard
673,5->1,0.2682981579,0,hard
673,7->6,0.7520835992,1,hard
673,8->5,0.2639348677,0,hard
674,1->4,0.3795198174,0,easy
674,5->4,0.3795875282,0,easy
675,1->4,0.8231121546,1,hard
675,5->4,0.7775266338,1,hard
676,2->4,0.3102887025,1,hard
677,2->4,0.3102887025,1,hard
678,3->2,0.2770163853,0,easy
678,4->7,0.2789392331,0,easy
678,5->7,0.3603801157,0,easy
679,2->3,0.8541143138,1,hard
679,3->2,0.2770163853,0,hard
679,4->7,0.2789392331,0,hard
679,5->7,0.3603801157,0,hard
680,2->10,0.4874896413,0,hard
680,2->5,0.4089399996,0,hard
680,2->6,0.3237822171,0,hard
680,2->7,0.3194749078,0,hard
680,8->1,0.7334315809,1,hard
680,8->2,0.3084647646,0,hard
680,9->1,0.7763453817,1,hard
680,9->8,0.7763453817,1,hard
681,10->5,0.7763453817,1,hard
681,2->10,0.4874896413,1,hard
681,2->5,0.4089399996,0,hard
681,2->6,0.3237822171,0,hard
681,2->7,0.3194749078,0,hard
681,8->1,0.3507596829,0,hard
681,8->2,0.3084647646,0,hard
682,10->7,0.6788601461,0,hard
682,2->10,0.4874896413,1,hard
682,2->5,0.4089399996,0,hard
682,2->6,0.3237822171,0,hard
