row_id,image,prob_edge,N_cand,label
r00883,11933,0.1597,8,0
r00884,12022,0.4705,12,1
r00885,12022,0.1658,12,1
r00886,12022,0.1888,12,0
r00887,12022,0.5592,12,1
r00888,12022,0.7248,12,1
r00889,12022,0.6891,12,0
r00890,12204,0.1651,8,1
r00891,12204,0.2655,8,0
r00892,12204,0.1536,8,1
r00893,12297,0.2347,24,1
r00894,12297,0.2013,24,1
r00895,12297,0.5895,24,0
r00896,12297,0.5037,24,0
r00897,12297,0.1677,24,0
r00898,12297,0.5058,24,1
r00899,12297,0.75,24,1
r00900,12297,0.2376,24,0
r00901,12298,0.4631,19,0
r00902,12298,0.4647,19,0
r00903,12298,0.2997,19,1
r00904,12298,0.3464,19,0
r00905,12298,0.3483,19,0
r00906,12298,0.1569,19,1
r00907,12298,0.3972,19,1
r00908,12298,0.3037,19,1
r00909,12298,0.1428,19,0
r00910,12298,0.1419,19,0
r00911,12298,0.1539,19,0
r00912,12298,0.144,19,0
r00913,12298,0.1423,19,0
r00914,12298,0.9038,19,0
r00915,12298,0.4631,19,0
r00916,12298,0.4647,19,0
r00917,12298,0.2997,19,1
r00918,12298,0.3464,19,0
r00919,12298,0.3483,19,0
r00920,12298,0.1569,19,1
r00921,12298,0.3972,19,1
r00922,12298,0.3037,19,1
r00923,12298,0.1428,19,0
r00924,12298,0.1419,19,0
r00925,12298,0.1539,19,1
r00926,12298,0.144,19,1
r00927,12298,0.1423,19,1
r00928,12298,0.9038,19,1
r00929,12298,0.4631,19,0
r00930,12298,0.4647,19,0
r00931,12298,0.2997,19,1
r00932,12298,0.3464,19,0
r00933,12298,0.3483,19,0
r00934,12298,0.1569,19,1
r00935,12298,0.3972,19,1
r00936,12298,0.3037,19,0
r00937,12298,0.1428,19,0
r00938,12298,0.1419,19,0
r00939,12298,0.1539,19,0
r00940,12298,0.144,19,0
r00941,12298,0.1423,19,0
r00942,12298,0.9038,19,0
r00943,12298,0.4631,19,0
r00944,12298,0.4647,19,0
r00945,12298,0.2997,19,1
r00946,12298,0.3464,19,0
r00947,12298,0.3483,19,0
r00948,12298,0.1569,19,0
r00949,12298,0.3972,19,0
r00950,12298,0.3037,19,0
r00951,12298,0.1428,19,0
r00952,12298,0.1419,19,0
r00953,12298,0.1539,19,0
r00954,12298,0.144,19,0
r00955,12298,0.1423,19,0
r00956,12298,0.9038,19,0
r00957,12299,0.1563,24,1
r00958,12299,0.1472,24,0
r00959,12299,0.1714,24,0
r00960,12299,0.5176,24,1
r00961,12299,0.1457,24,0
r00962,12299,0.1476,24,0
r00963,12299,0.6349,24,0
r00964,12299,0.148,24,0
r00965,12299,0.5423,24,0
r00966,12299,0.3239,24,0
r00967,12299,0.9996,24,0
r00968,12299,0.4168,24,1
r00969,12299,0.2518,24,0
r00970,12299,0.167,24,0
r00971,12299,0.876,24,0
r00972,12299,0.1563,24,0
r00973,12299,0.1472,24,0
r00974,12299,0.1714,24,1
r00975,12299,0.5176,24,1
r00976,12299,0.1457,24,0
r00977,12299,0.1476,24,0
r00978,12299,0.6349,24,0
r00979,12299,0.148,24,0
r00980,12299,0.5423,24,0
r00981,12299,0.3239,24,0
r00982,12299,0.9996,24,0
r00983,12299,0.4168,24,0
r00984,12299,0.2518,24,0
r00985,12299,0.167,24,0
r00986,12299,0.876,24,0
r00987,12302,0.1629,7,0
r00988,12302,0.1628,7,0
r00989,12302,0.1488,7,0
r00990,12302,0.1562,7,0
r00991,12302,0.1511,7,0
r00992,12302,0.2115,7,0
r00993,12302,0.2003,7,0
r00994,12302,0.5804,7,1
r00995,12302,0.5948,7,0
r00996,12302,0.1463,7,0
r00997,12302,0.1507,7,0
r00998,12302,0.2072,7,0
r00999,12302,0.2846,7,0
r01000,12302,0.1629,7,0
r01001,12302,0.1628,7,0
r01002,12302,0.1488,7,0
r01003,12302,0.1562,7,0
r01004,12302,0.1511,7,0
r01005,12302,0.2115,7,0
r01006,12302,0.2003,7,1
r01007,12302,0.5804,7,1
r01008,12302,0.5948,7,0
r01009,12302,0.1463,7,0
r01010,12302,0.1507,7,0
r01011,12302,0.2072,7,0
r01012,12302,0.2846,7,0
r01013,12653,0.2459,7,0
r01014,12797,0.1857,7,1
r01015,12797,0.167,7,0
r01016,12797,0.1514,7,0
r01017,12896,0.7367,14,0
r01018,12896,0.1571,14,0
r01019,12900,0.1602,16,1
r01020,12900,0.589,16,1
r01021,12900,0.1457,16,0
r01022,12900,0.2105,16,0
r01023,12902,0.1722,17,0
r01024,12996,0.1514,6,1
r01025,12996,0.8015,6,0
r01026,12996,0.559,6,1
r01027,12996,0.4574,6,1
r01028,12996,0.1514,6,1
r01029,12996,0.8015,6,1
r01030,12996,0.559,6,0
r01031,12996,0.4574,6,0
r01032,13009,0.5554,3,1
r01033,13010,0.5235,2,1
r01034,13093,0.1492,6,0
r01035,13093,0.1456,6,1
r01036,13093,0.1741,6,0
r01037,13093,0.2646,6,0
r01038,13241,0.2464,2,1
r01039,13423,0.1434,8,1
r01040,13423,0.5197,8,1
r01041,13425,0.2169,6,1
r01042,13425,0.1992,6,0
r01043,13425,0.1491,6,0
r01044,13570,0.1425,26,0
r01045,13570,0.1831,26,0
r01046,13570,0.1724,26,0
r01047,13570,0.1434,26,0
r01048,13570,0.6876,26,1
r01049,13570,0.1976,26,0
r01050,13570,0.1486,26,0
r01051,13571,0.2272,23,0
r01052,13571,0.2154,23,0
r01053,13571,0.1422,23,0
r01054,13571,0.1452,23,0
r01055,13571,0.9887,23,0
r01056,13861,0.2262,3,0
r01057,14062,0.1928,5,0
r01058,14062,0.1554,5,0
r01059,14062,0.2138,5,0
r01060,14135,0.709,4,1
r01061,14169,0.1789,5,1
r01062,14169,0.8132,5,1
r01063,14169,0.4527,5,1
r01064,14369,0.1656,22,1
r01065,14369,0.17,22,0
r01066,14369,0.1437,22,0
r01067,14369,0.2303,22,0
r01068,14369,0.1656,22,1
r01069,14369,0.17,22,0
r01070,14369,0.1437,22,0
r01071,14369,0.2303,22,1
r01072,14489,0.5268,4,1
r01073,14556,0.1669,8,0
r01074,14556,0.1668,8,0
r01075,14556,0.1423,8,1
r01076,14571,0.1777,17,1
r01077,14571,0.4423,17,0
r01078,14571,0.9238,17,0
r01079,14571,0.1511,17,0
r01080,14571,0.1508,17,0
r01081,14571,0.3421,17,0
r01082,14571,0.1546,17,0
r01083,14571,0.8535,17,0
r01084,14571,0.1428,17,0
r01085,14571,0.1777,17,1
r01086,14571,0.4423,17,0
r01087,14571,0.9238,17,0
r01088,14571,0.1511,17,0
r01089,14571,0.1508,17,0
r01090,14571,0.3421,17,1
r01091,14571,0.1546,17,0
r01092,14571,0.8535,17,1
r01093,14571,0.1428,17,0
r01094,14572,0.6664,11,1
r01095,14572,0.1474,11,1
r01096,14572,0.4341,11,0
r01097,14572,0.4882,11,0
r01098,14573,0.2799,10,0
r01099,14573,0.1793,10,0
r01100,14573,0.7825,10,0
r01101,14573,0.1664,10,0
r01102,14573,0.1432,10,0
r01103,14575,0.3589,10,0
r01104,14575,0.1454,10,0
r01105,14610,0.1441,22,0
r01106,14610,0.4268,22,1
r01107,14610,0.6733,22,0
r01108,14610,0.19,22,0
r01109,14610,0.1655,22,0
r01110,14610,0.2649,22,0
r01111,14610,0.152,22,0
r01112,14610,0.155,22,0
r01113,14610,0.1441,22,1
r01114,14610,0.4268,22,1
r01115,14610,0.6733,22,0
r01116,14610,0.19,22,0
r01117,14610,0.1655,22,0
r01118,14610,0.2649,22,0
r01119,14610,0.152,22,0
r01120,14610,0.155,22,0
r01121,14610,0.1441,22,1
r01122,14610,0.4268,22,1
r01123,14610,0.6733,22,0
r01124,14610,0.19,22,0
r01125,14610,0.1655,22,0
r01126,14610,0.2649,22,0
r01127,14610,0.152,22,0
r01128,14610,0.155,22,0
r01129,14624,0.2274,7,1
r01130,14624,0.2709,7,1
r01131,14624,0.1431,7,0
r01132,14624,0.1742,7,0
r01133,14624,0.4805,7,0
r01134,14714,0.1565,7,0
r01135,14714,0.2293,7,1
r01136,14714,0.216,7,0
r01137,14714,0.2614,7,1
r01138,14714,0.1996,7,1
r01139,14714,0.4129,7,0
r01140,14714,0.4192,7,1
r01141,14714,0.1506,7,0
r01142,14723,0.7221,15,1
r01143,14723,0.2256,15,1
r01144,14730,0.1426,19,0
r01145,14730,0.6319,19,0
r01146,14730,0.8942,19,1
r01147,14730,0.2825,19,0
r01148,14736,0.1795,13,1
r01149,14736,0.3082,13,0
r01150,14747,0.143,10,0
r01151,14747,0.1509,10,1
r01152,14747,0.1592,10,0
r01153,14747,0.2668,10,0
r01154,14747,0.7696,10,0
r01155,14747,0.1425,10,0
r01156,14747,0.5684,10,0
r01157,14747,0.1544,10,0
r01158,14747,0.1783,10,0
r01159,14763,0.1425,12,0
r01160,14763,0.143,12,0
r01161,14763,0.1678,12,1
r01162,14763,0.1463,12,0
r01163,14763,0.1421,12,1
r01164,14763,0.1604,12,0
r01165,14783,0.9982,11,1
r01166,14792,0.144,14,0
r01167,14792,0.1864,14,1
r01168,14792,0.2682,14,1
r01169,14792,0.1461,14,0
r01170,14792,0.5313,14,0
r01171,14812,0.1456,22,0
r01172,14812,0.1521,22,0
r01173,14812,0.143,22,0
r01174,14812,0.3549,22,1
r01175,14812,0.1423,22,0
r01176,14812,0.1853,22,0
r01177,14812,0.6453,22,0
r01178,14864,0.6612,25,0
r01179,14864,0.2626,25,0
r01180,14864,0.2852,25,0
r01181,14864,0.8693,25,0
r01182,14864,0.2735,25,0
r01183,14864,0.399,25,0
r01184,14864,0.4069,25,0
r01185,14864,0.6089,25,1
r01186,14864,0.1441,25,1
r01187,14864,0.6316,25,1
r01188,14867,0.1547,24,0
r01189,14867,0.3394,24,0
r01190,14867,0.161,24,0
r01191,14867,0.1546,24,0
r01192,14867,0.6171,24,0
r01193,14867,0.3573,24,1
r01194,14867,0.8505,24,0
r01195,14867,0.3086,24,0
r01196,14867,0.1547,24,0
r01197,14867,0.3394,24,0
r01198,14867,0.161,24,0
r01199,14867,0.1546,24,0
r01200,14867,0.6171,24,0
r01201,14867,0.3573,24,1
r01202,14867,0.8505,24,1
r01203,14867,0.3086,24,1
r01204,14875,0.7301,3,1
r01205,15008,0.1475,8,0
r01206,15008,0.2069,8,1
r01207,15050,0.5321,18,0
r01208,15050,0.5272,18,0
r01209,15050,0.158,18,0
r01210,15050,0.1447,18,1
r01211,15303,0.1561,12,0
r01212,15303,0.1569,12,0
r01213,15303,0.2305,12,0
r01214,15303,0.3889,12,0
r01215,15303,0.5098,12,1
r01216,15303,0.1567,12,0
r01217,15378,0.6159,9,0
r01218,15378,0.3016,9,0
r01219,15378,0.1558,9,0
r01220,15378,0.1424,9,0
r01221,15378,0.1482,9,0
r01222,15378,0.1458,9,0
r01223,15378,0.6159,9,1
r01224,15378,0.3016,9,0
r01225,15378,0.1558,9,0
r01226,15378,0.1424,9,0
r01227,15378,0.1482,9,1
r01228,15378,0.1458,9,0
r01229,15440,0.4051,20,0
r01230,15440,0.4628,20,0
r01231,15440,0.1748,20,0
r01232,15440,0.9642,20,0
r01233,15440,0.1454,20,0
r01234,15440,0.1809,20,0
r01235,15440,0.362,20,0
r01236,15440,0.1444,20,1
r01237,15440,0.486,20,0
r01238,15440,0.1894,20,1
r01239,15440,0.1767,20,0
r01240,15441,0.1444,22,0
r01241,15441,0.7949,22,0
r01242,15441,0.2589,22,0
r01243,15441,0.6108,22,0
r01244,15441,0.6235,22,0
r01245,15441,0.8206,22,0
r01246,15441,0.1931,22,0
r01247,15441,0.1508,22,0
r01248,15441,0.1444,22,0
r01249,15441,0.7949,22,1
r01250,15441,0.2589,22,0
r01251,15441,0.6108,22,0
r01252,15441,0.6235,22,1
r01253,15441,0.8206,22,0
r01254,15441,0.1931,22,0
r01255,15441,0.1508,22,0
r01256,15443,0.19,15,0
r01257,15443,0.3674,15,0
r01258,15443,0.1943,15,0
r01259,15443,0.1438,15,0
r01260,15443,0.1792,15,0
r01261,15443,0.2298,15,0
r01262,15443,0.3807,15,0
r01263,15443,0.4042,15,0
r01264,15443,0.1443,15,0
r01265,15443,0.1797,15,0
r01266,15459,0.1462,10,0
r01267,15459,0.6113,10,1
r01268,15459,0.2032,10,1
r01269,15459,0.1424,10,0
r01270,15459,0.1421,10,0
r01271,15475,0.1471,15,0
r01272,15475,0.9957,15,1
r01273,15496,0.9105,27,0
r01274,15496,0.5682,27,0
r01275,15496,0.1545,27,0
r01276,15496,0.3686,27,0
r01277,15496,0.1431,27,0
r01278,15498,0.4413,28,0
r01279,15498,0.1426,28,0
r01280,15498,0.2667,28,0
r01281,15498,0.8192,28,0
r01282,15498,0.1618,28,0
r01283,15498,0.2548,28,0
r01284,15498,0.1717,28,0
r01285,15498,0.4413,28,0
r01286,15498,0.1426,28,0
r01287,15498,0.2667,28,0
r01288,15498,0.8192,28,0
r01289,15498,0.1618,28,0
r01290,15498,0.2548,28,0
r01291,15498,0.1717,28,1
r01292,15499,0.9605,21,0
r01293,15499,0.1841,21,0
r01294,15499,0.3627,21,0
r01295,15499,0.1763,21,1
r01296,15499,0.1664,21,0
r01297,15499,0.4563,21,0
r01298,15499,0.5492,21,1
r01299,15499,0.2803,21,0
r01300,15499,0.9605,21,0
r01301,15499,0.1841,21,0
r01302,15499,0.3627,21,1
r01303,15499,0.1763,21,0
r01304,15499,0.1664,21,0
r01305,15499,0.4563,21,0
r01306,15499,0.5492,21,0
r01307,15499,0.2803,21,1
r01308,15533,0.146,27,1
r01309,15533,0.144,27,0
r01310,15533,0.2588,27,0
r01311,15533,0.1862,27,1
r01312,15533,0.1479,27,0
r01313,15533,0.1479,27,1
r01314,15533,0.9449,27,0
r01315,15533,0.1614,27,0
r01316,15533,0.977,27,1
r01317,15533,0.2091,27,1
r01318,15533,0.1935,27,1
r01319,15533,0.146,27,1
r01320,15533,0.144,27,0
r01321,15533,0.2588,27,0
r01322,15533,0.1862,27,1
r01323,15533,0.1479,27,0
r01324,15533,0.1479,27,1
r01325,15533,0.9449,27,0
r01326,15533,0.1614,27,0
r01327,15533,0.977,27,1
r01328,15533,0.2091,27,0
r01329,15533,0.1935,27,0
r01330,15533,0.146,27,0
r01331,15533,0.144,27,0
r01332,15533,0.2588,27,1
r01333,15533,0.1862,27,0
r01334,15533,0.1479,27,0
r01335,15533,0.1479,27,0
r01336,15533,0.9449,27,0
r01337,15533,0.1614,27,0
r01338,15533,0.977,27,1
r01339,15533,0.2091,27,0
r01340,15533,0.1935,27,0
r01341,15534,0.1497,22,1
r01342,15534,0.2567,22,1
r01343,15534,0.8058,22,1
r01344,15534,0.1529,22,0
r01345,15534,0.7673,22,0
r01346,15534,0.1919,22,0
r01347,15534,0.1472,22,0
r01348,15534,0.7987,22,0
r01349,15534,0.7343,22,0
r01350,15534,0.9893,22,0
r01351,15534,0.1497,22,0
r01352,15534,0.2567,22,0
r01353,15534,0.8058,22,0
r01354,15534,0.1529,22,0
r01355,15534,0.7673,22,1
r01356,15534,0.1919,22,0
r01357,15534,0.1472,22,0
r01358,15534,0.7987,22,0
r01359,15534,0.7343,22,0
r01360,15534,0.9893,22,1
r01361,15535,0.3915,37,1
r01362,15535,0.1452,37,0
r01363,15535,0.2265,37,0
r01364,15535,0.2591,37,0
r01365,15535,0.9916,37,0
r01366,15535,0.9719,37,0
r01367,15535,0.1593,37,0
r01368,15535,0.9192,37,1
r01369,15535,0.1731,37,0
r01370,15535,0.3915,37,1
r01371,15535,0.1452,37,0
r01372,15535,0.2265,37,0
r01373,15535,0.2591,37,0
r01374,15535,0.9916,37,0
r01375,15535,0.9719,37,0
r01376,15535,0.1593,37,0
r01377,15535,0.9192,37,1
r01378,15535,0.1731,37,0
r01379,15535,0.3915,37,0
r01380,15535,0.1452,37,1
r01381,15535,0.2265,37,0
r01382,15535,0.2591,37,0
r01383,15535,0.9916,37,0
r01384,15535,0.9719,37,0
r01385,15535,0.1593,37,0
r01386,15535,0.9192,37,0
r01387,15535,0.1731,37,0
r01388,15535,0.3915,37,1
r01389,15535,0.1452,37,0
r01390,15535,0.2265,37,0
r01391,15535,0.2591,37,0
r01392,15535,0.9916,37,0
r01393,15535,0.9719,37,0
r01394,15535,0.1593,37,0
r01395,15535,0.9192,37,1
r01396,15535,0.1731,37,1
r01397,15570,0.9405,4,1
r01398,15570,0.4166,4,0
r01399,15617,0.7986,13,1
r01400,15617,0.7397,13,0
r01401,15617,0.1439,13,0
r01402,15617,0.158,13,0
r01403,15617,0.3691,13,0
r01404,15617,0.1434,13,0
r01405,15617,0.9428,13,1
r01406,15617,0.3098,13,0
r01407,15617,0.7986,13,1
r01408,15617,0.7397,13,1
r01409,15617,0.1439,13,1
r01410,15617,0.158,13,0
r01411,15617,0.3691,13,1
r01412,15617,0.1434,13,0
r01413,15617,0.9428,13,0
r01414,15617,0.3098,13,0
r01415,15618,0.1419,14,0
r01416,15618,0.7518,14,0
r01417,15618,0.4157,14,1
r01418,15618,0.1693,14,1
r01419,15618,0.2014,14,1
r01420,15618,0.1579,14,1
r01421,15618,0.7991,14,1
r01422,15618,0.1808,14,0
r01423,15618,0.9841,14,0
r01424,15618,0.8373,14,0
r01425,15655,0.7855,14,0
r01426,15655,0.3333,14,0
r01427,15655,0.1448,14,0
r01428,15655,0.1515,14,1
r01429,15655,0.6627,14,1
r01430,15655,0.1651,14,0
r01431,15682,0.3892,16,0
r01432,15682,0.8077,16,0
r01433,15682,0.3654,16,1
r01434,15682,0.3216,16,1
r01435,15682,0.4541,16,1
r01436,15682,0.1462,16,0
r01437,15682,0.4133,16,0
r01438,15682,0.2562,16,0
r01439,15682,0.9656,16,0
r01440,15682,0.1499,16,0
r01441,15683,0.1476,14,0
r01442,15683,0.8492,14,0
r01443,15683,0.361,14,0
r01444,15683,0.3442,14,0
r01445,15683,0.2128,14,0
r01446,15683,0.1492,14,0
r01447,15683,0.4373,14,0
r01448,15683,0.9363,14,0
r01449,15683,0.3645,14,0
r01450,15683,0.3745,14,0
r01451,15683,0.2746,14,1
r01452,15699,0.236,2,1
r01453,15704,0.1707,7,0
r01454,15704,0.5681,7,1
r01455,15704,0.6489,7,1
r01456,15704,0.4944,7,0
r01457,15706,0.8556,6,0
r01458,15706,0.1778,6,0
r01459,15706,0.1498,6,0
r01460,15706,0.8556,6,0
r01461,15706,0.1778,6,0
r01462,15706,0.1498,6,0
r01463,15712,0.5163,4,1
r01464,15760,0.9893,18,0
r01465,15760,0.616,18,0
r01466,15760,0.8548,18,0
r01467,15760,0.5163,18,0
r01468,15760,0.2964,18,0
r01469,15760,0.2762,18,0
r01470,15760,0.6049,18,0
r01471,15760,0.3056,18,0
r01472,15760,0.1436,18,0
r01473,15760,0.1427,18,0
r01474,15760,0.7369,18,0
r01475,15760,0.3064,18,0
r01476,15760,0.9446,18,0
r01477,15760,0.1621,18,0
r01478,15760,0.1423,18,0
r01479,15760,0.9893,18,0
r01480,15760,0.616,18,0
r01481,15760,0.8548,18,1
r01482,15760,0.5163,18,0
r01483,15760,0.2964,18,0
r01484,15760,0.2762,18,0
r01485,15760,0.6049,18,1
r01486,15760,0.3056,18,0
r01487,15760,0.1436,18,0
r01488,15760,0.1427,18,0
r01489,15760,0.7369,18,0
r01490,15760,0.3064,18,0
r01491,15760,0.9446,18,0
r01492,15760,0.1621,18,0
r01493,15760,0.1423,18,0
r01494,15761,0.4045,24,0
r01495,15761,0.987,24,0
r01496,15761,0.4358,24,0
r01497,15761,0.6176,24,0
r01498,15761,0.761,24,0
r01499,15761,0.213,24,0
r01500,15761,0.9537,24,1
r01501,15761,0.2085,24,0
r01502,15761,0.1557,24,1
r01503,15761,0.143,24,0
r01504,15761,0.1526,24,0
r01505,15761,0.8192,24,1
r01506,15761,0.1635,24,0
r01507,15761,0.144,24,0
r01508,15761,0.4045,24,0
r01509,15761,0.987,24,0
r01510,15761,0.4358,24,0
r01511,15761,0.6176,24,0
r01512,15761,0.761,24,0
r01513,15761,0.213,24,0
r01514,15761,0.9537,24,0
r01515,15761,0.2085,24,0
r01516,15761,0.1557,24,0
r01517,15761,0.143,24,0
r01518,15761,0.1526,24,0
r01519,15761,0.8192,24,0
r01520,15761,0.1635,24,0
r01521,15761,0.144,24,0
r01522,15762,0.946,21,0
r01523,15762,0.1973,21,0
r01524,15762,0.2001,21,0
r01525,15762,0.3758,21,0
r01526,15762,0.9002,21,0
r01527,15762,0.166,21,0
r01528,15762,0.1453,21,0
r01529,15762,0.1419,21,0
r01530,15762,0.7672,21,0
r01531,15762,0.2617,21,0
r01532,15762,0.1421,21,0
r01533,15762,0.9122,21,0
r01534,15762,0.2181,21,0
r01535,15762,0.1622,21,0
r01536,15762,0.946,21,1
r01537,15762,0.1973,21,0
r01538,15762,0.2001,21,0
r01539,15762,0.3758,21,1
r01540,15762,0.9002,21,0
r01541,15762,0.166,21,0
r01542,15762,0.1453,21,0
r01543,15762,0.1419,21,0
r01544,15762,0.7672,21,0
r01545,15762,0.2617,21,0
r01546,15762,0.1421,21,0
r01547,15762,0.9122,21,0
r01548,15762,0.2181,21,0
r01549,15762,0.1622,21,0
r01550,15762,0.946,21,0
r01551,15762,0.1973,21,0
r01552,15762,0.2001,21,0
r01553,15762,0.3758,21,0
r01554,15762,0.9002,21,0
r01555,15762,0.166,21,0
r01556,15762,0.1453,21,0
r01557,15762,0.1419,21,0
r01558,15762,0.7672,21,0
r01559,15762,0.2617,21,0
r01560,15762,0.1421,21,0
r01561,15762,0.9122,21,0
r01562,15762,0.2181,21,1
r01563,15762,0.1622,21,0
r01564,15763,0.703,16,1
r01565,15763,0.4956,16,0
r01566,15763,0.9496,16,0
r01567,15763,0.5617,16,0
r01568,15763,0.5891,16,0
r01569,15763,0.5245,16,0
r01570,15763,0.8173,16,0
r01571,15763,0.5271,16,0
r01572,15763,0.143,16,0
r01573,15866,0.9102,11,1
r01574,15866,0.147,11,0
r01575,15866,0.1489,11,1
r01576,15866,0.142,11,0
r01577,15866,0.1429,11,0
r01578,15866,0.4115,11,0
r01579,15866,0.5739,11,0
r01580,15866,0.1842,11,0
r01581,15866,0.1814,11,0
r01582,15870,0.9925,12,1
r01583,15870,0.9595,12,0
r01584,15886,0.5329,8,0
r01585,15886,0.2161,8,1
r01586,15945,0.1568,21,0
r01587,15945,0.1691,21,0
r01588,15945,0.1763,21,0
r01589,15945,0.999,21,0
r01590,15945,0.1563,21,0
r01591,15945,0.1559,21,0
r01592,15945,0.5467,21,1
r01593,15945,0.1661,21,1
r01594,15945,0.7245,21,0
r01595,15945,0.8627,21,0
r01596,15945,0.1568,21,1
r01597,15945,0.1691,21,0
r01598,15945,0.1763,21,0
r01599,15945,0.999,21,0
r01600,15945,0.1563,21,1
r01601,15945,0.1559,21,0
r01602,15945,0.5467,21,0
r01603,15945,0.1661,21,0
r01604,15945,0.7245,21,0
r01605,15945,0.8627,21,0
r01606,15945,0.1568,21,0
r01607,15945,0.1691,21,0
r01608,15945,0.1763,21,0
r01609,15945,0.999,21,0
r01610,15945,0.1563,21,1
r01611,15945,0.1559,21,0
r01612,15945,0.5467,21,0
r01613,15945,0.1661,21,0
r01614,15945,0.7245,21,0
r01615,15945,0.8627,21,0
r01616,15950,0.4324,9,0
r01617,15950,0.3888,9,0
r01618,15950,0.67,9,1
r01619,15951,0.4515,16,0
r01620,15951,0.7541,16,0
r01621,15951,0.9754,16,1
r01622,15951,0.4011,16,1
r01623,15951,0.4517,16,1
r01624,15956,0.1487,10,0
r01625,15956,0.1546,10,1
r01626,15956,0.1641,10,0
r01627,15956,0.7948,10,0
r01628,15957,0.1499,16,0
r01629,15957,0.9013,16,1
r01630,15957,0.1427,16,0
r01631,15957,0.154,16,0
r01632,15957,0.2078,16,0
r01633,15957,0.3008,16,0
r01634,15957,0.8289,16,0
r01635,15957,0.1672,16,0
r01636,15957,0.2999,16,0
r01637,15957,0.1707,16,0
r01638,15957,0.1499,16,0
r01639,15957,0.9013,16,0
r01640,15957,0.1427,16,0
r01641,15957,0.154,16,0
r01642,15957,0.2078,16,0
r01643,15957,0.3008,16,0
r01644,15957,0.8289,16,0
r01645,15957,0.1672,16,0
r01646,15957,0.2999,16,0
r01647,15957,0.1707,16,0
r01648,16006,0.9797,11,1
r01649,16006,0.6737,11,0
r01650,16006,0.3536,11,1
r01651,16006,0.1508,11,1
r01652,16007,0.7469,13,1
r01653,16007,0.1559,13,1
r01654,16007,0.3778,13,0
r01655,16007,0.1439,13,1
r01656,16015,0.5133,5,1
r01657,16015,0.2404,5,1
r01658,16015,0.9037,5,1
r01659,16023,0.7793,18,0
r01660,16023,0.3563,18,0
r01661,16023,0.1467,18,0
r01662,16023,0.2458,18,0
r01663,16023,0.1536,18,0
r01664,16023,0.1485,18,0
r01665,16023,0.4744,18,0
r01666,16023,0.5039,18,0
r01667,16023,0.7793,18,0
r01668,16023,0.3563,18,0
r01669,16023,0.1467,18,0
r01670,16023,0.2458,18,1
r01671,16023,0.1536,18,0
r01672,16023,0.1485,18,0
r01673,16023,0.4744,18,0
r01674,16023,0.5039,18,0
r01675,16062,0.1929,13,1
r01676,16062,0.1595,13,0
r01677,16062,0.1432,13,0
r01678,16063,0.1754,10,0
r01679,16063,0.1541,10,0
r01680,16063,0.3256,10,0
r01681,16063,0.1509,10,0
r01682,16063,0.1509,10,0
r01683,16087,0.2807,7,0
r01684,16087,0.8332,7,1
r01685,16087,0.1424,7,0
r01686,16087,0.989,7,0
r01687,16087,0.1498,7,1
r01688,16110,0.283,18,1
r01689,16110,0.7009,18,1
r01690,16110,0.1488,18,0
r01691,16111,0.7539,17,0
r01692,16111,0.9359,17,0
r01693,16111,0.2246,17,1
r01694,16111,0.178,17,1
r01695,16126,0.1631,8,0
r01696,16126,0.1566,8,0
r01697,16126,0.144,8,0
r01698,16126,0.9633,8,1
r01699,16126,0.1737,8,1
r01700,16126,0.5496,8,0
r01701,16126,0.1631,8,1
r01702,16126,0.1566,8,1
r01703,16126,0.144,8,0
r01704,16126,0.9633,8,0
r01705,16126,0.1737,8,1
r01706,16126,0.5496,8,1
r01707,16127,0.1616,11,0
r01708,16127,0.1791,11,0
r01709,16127,0.1577,11,1
r01710,16127,0.9726,11,0
r01711,16127,0.1641,11,1
r01712,16127,0.9978,11,0
r01713,16127,0.5731,11,0
r01714,16147,0.1452,7,1
r01715,16156,0.9927,8,1
r01716,16156,0.1496,8,0
r01717,16156,0.3437,8,0
r01718,16181,0.5061,3,1
r01719,16303,0.628,6,0
r01720,16303,0.6447,6,0
r01721,16303,0.146,6,0
r01722,16303,0.1445,6,0
r01723,16303,0.1686,6,0
r01724,16303,0.6734,6,1
r01725,16303,0.6788,6,0
r01726,16303,0.2291,6,0
r01727,16345,0.1544,27,0
r01728,16345,0.1507,27,0
r01729,16345,0.6435,27,1
r01730,16345,0.1431,27,0
r01731,16345,0.1705,27,0
r01732,16345,0.1672,27,0
r01733,16345,0.1679,27,0
r01734,16346,0.3906,32,0
r01735,16346,0.9541,32,0
r01736,16346,0.3155,32,0
r01737,16346,0.1978,32,1
r01738,16346,0.2167,32,0
r01739,16346,0.1549,32,0
r01740,16354,0.143,12,0
r01741,16354,0.1464,12,0
r01742,16354,0.8885,12,0
r01743,16354,0.5419,12,1
r01744,16465,0.9057,14,1
r01745,16465,0.9981,14,0
r01746,16465,0.1458,14,0
r01747,16465,0.1993,14,0
r01748,16465,0.154,14,0
r01749,16467,0.9254,18,0
r01750,16467,0.1489,18,0
r01751,16467,0.1636,18,0
r01752,16467,0.1928,18,1
r01753,16467,0.9949,18,0
r01754,16467,0.5599,18,0
r01755,16467,0.4971,18,0
r01756,16482,0.1659,12,0
r01757,16482,0.1598,12,1
r01758,16482,0.2747,12,1
r01759,16482,0.9922,12,0
r01760,16482,0.1463,12,1
r01761,16482,0.1459,12,0
